/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/center_2018_03_05_21_58_05_346.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/left_2018_03_05_21_58_05_346.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/right_2018_03_05_21_58_05_346.jpg,0,0.4625223,0,19.15983
/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/center_2018_03_05_21_58_05_436.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/left_2018_03_05_21_58_05_436.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/right_2018_03_05_21_58_05_436.jpg,0,0.7323782,0,19.54899
/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/center_2018_03_05_21_58_05_526.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/left_2018_03_05_21_58_05_526.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/right_2018_03_05_21_58_05_526.jpg,0,1,0,20.22769
/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/center_2018_03_05_21_58_05_610.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/left_2018_03_05_21_58_05_610.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/right_2018_03_05_21_58_05_610.jpg,0,1,0,21.06237
/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/center_2018_03_05_21_58_05_700.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/left_2018_03_05_21_58_05_700.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/right_2018_03_05_21_58_05_700.jpg,0,1,0,21.8778
/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/center_2018_03_05_21_58_05_784.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/left_2018_03_05_21_58_05_784.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/right_2018_03_05_21_58_05_784.jpg,-0.0300293,1,0,22.90337
/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/center_2018_03_05_21_58_05_851.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/left_2018_03_05_21_58_05_851.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/right_2018_03_05_21_58_05_851.jpg,-0.3369141,1,0,23.43081
/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/center_2018_03_05_21_58_05_939.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/left_2018_03_05_21_58_05_939.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/right_2018_03_05_21_58_05_939.jpg,-0.5355306,1,0,24.02706
/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/center_2018_03_05_21_58_06_027.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/left_2018_03_05_21_58_06_027.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/right_2018_03_05_21_58_06_027.jpg,-0.536556,1,0,24.86506
/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/center_2018_03_05_21_58_06_128.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/left_2018_03_05_21_58_06_128.jpg,/Users/wajid/CarND-Behavioral-Cloning-P3/IMG/right_2018_03_05_21_58_06_128.jpg,-0.5919108,1,0,25.7254
